hour_of_day,is_new_ip,is_new_device,recent_failures_15min,history_size,synthetic_label,anomaly_type,predicted_anomaly,decision_score
9,0,0,0,7,0,normal,0,0.21385802690887856
9,0,0,0,7,0,normal,0,0.21385802690887856
9,0,0,0,9,0,normal,0,0.21399244702201248
9,1,1,0,0,1,new_ip,0,0.012586780442438661
9,0,0,0,6,0,normal,0,0.21379666836596828
10,0,0,0,1,0,normal,0,0.16925347281411446
10,0,0,0,2,0,normal,0,0.18988611060852917
10,0,0,0,7,0,normal,0,0.22007223981004764
10,0,0,0,4,0,normal,0,0.2121182727797562
11,0,0,0,7,0,normal,0,0.229845467654882
11,0,0,0,9,0,normal,0,0.23330933545359256
11,0,0,0,8,0,normal,0,0.22896908381966757
11,0,0,0,10,0,normal,0,0.231149758283116
11,0,1,0,5,1,unusual_client,1,-0.027649032320462008
11,0,0,0,4,0,normal,0,0.21692292061030144
12,0,0,0,8,0,normal,0,0.22761636813574992
12,0,0,0,9,0,normal,0,0.22933169054146524
12,0,0,0,4,0,normal,0,0.21510309200826955
12,0,0,0,5,0,normal,0,0.2214844672433175
12,0,0,0,6,0,normal,0,0.22574018961639852
13,0,0,0,5,0,normal,0,0.22040429171959836
13,0,0,0,9,0,normal,0,0.23307632661835648
13,0,0,0,7,0,normal,0,0.23065626848063386
13,0,0,0,2,0,normal,0,0.20030900689134895
13,0,0,0,8,0,normal,0,0.2303721700922246
14,0,0,0,1,0,normal,0,0.18768305165091131
14,1,1,0,0,0,normal,0,0.01529337306769285
14,0,0,0,5,0,normal,0,0.2231360968082869
14,0,0,0,6,0,normal,0,0.22574491420804316
14,1,1,0,0,0,normal,0,0.01529337306769285
14,0,0,0,3,0,normal,0,0.20916273920576306
14,0,0,0,5,0,normal,0,0.2231360968082869
14,0,0,0,7,0,normal,0,0.229929523566611
14,1,1,0,0,0,normal,0,0.01529337306769285
15,0,0,0,7,0,normal,0,0.22669546939673318
15,0,0,0,1,0,normal,0,0.1794316497402043
15,0,0,0,5,0,normal,0,0.21947893266254404
16,0,0,0,5,0,normal,0,0.20735414462959229
16,0,0,0,6,0,normal,0,0.21287903969895605
16,0,0,0,1,0,normal,0,0.17235508142547862
16,0,0,0,6,0,normal,0,0.21287903969895605
17,0,0,0,2,0,normal,0,0.17474496670618644
17,0,0,0,11,0,normal,0,0.2042653868789427
17,0,0,0,3,0,normal,0,0.17916412207158022
17,0,0,0,9,0,normal,0,0.20690883525171794
18,0,0,0,6,0,normal,0,0.16470658797379
18,0,0,0,6,0,normal,0,0.16470658797379
18,0,0,0,7,0,normal,0,0.1698665532063694
19,0,0,0,5,0,normal,0,0.09461911344916996
2,0,0,0,3,1,unusual_hour,1,-0.0006408403819609942
2,0,0,0,7,1,unusual_hour,0,0.004841902817810828
5,0,0,0,5,1,unusual_hour,0,0.07323998106171448
7,0,0,0,1,0,normal,0,0.10052547460321082
7,0,0,0,2,0,normal,0,0.11705044841111811
8,0,0,0,10,0,normal,0,0.19047100323386484
9,0,0,0,4,0,normal,0,0.20884566901474522
9,0,0,0,5,0,normal,0,0.21313418872707557
9,0,0,0,1,0,normal,0,0.16540224934049547
9,0,0,0,4,0,normal,0,0.20884566901474522
9,0,0,0,6,0,normal,0,0.21379666836596828
9,0,0,0,7,0,normal,0,0.21385802690887856
10,1,1,0,0,0,normal,0,0.019346525486350297
10,0,0,0,1,0,normal,0,0.16925347281411446
11,0,0,0,7,1,unusual_client,0,0.229845467654882
11,0,0,0,6,0,normal,0,0.2276536669386638
11,0,0,0,5,0,normal,0,0.22343592820833902
12,0,0,0,8,0,normal,0,0.22761636813574992
12,0,0,0,8,0,normal,0,0.22761636813574992
12,0,0,0,5,0,normal,0,0.2214844672433175
12,0,0,0,2,0,normal,0,0.1965368657706132
12,0,0,0,1,0,normal,0,0.1740617782496971
13,0,0,0,12,0,normal,0,0.22775082565461657
13,0,0,0,9,0,normal,0,0.23307632661835648
13,0,0,0,9,0,normal,0,0.23307632661835648
13,0,0,0,5,0,normal,0,0.22040429171959836
13,0,0,0,7,0,normal,0,0.23065626848063386
13,0,0,0,8,0,normal,0,0.2303721700922246
13,0,0,0,3,0,normal,0,0.2098128845988088
14,0,0,0,11,0,normal,0,0.23278520949343118
14,0,0,0,11,0,normal,0,0.23278520949343118
14,0,0,0,3,0,normal,0,0.20916273920576306
14,0,0,0,10,0,normal,0,0.2305269538908229
14,0,0,0,6,0,normal,0,0.22574491420804316
14,0,0,0,4,0,normal,0,0.21614951115104586
14,0,0,0,10,0,normal,0,0.2305269538908229
15,0,0,0,7,0,normal,0,0.22669546939673318
15,0,0,0,1,0,normal,0,0.1794316497402043
15,0,0,0,11,0,normal,0,0.22704215564488078
15,0,0,0,1,0,normal,0,0.1794316497402043
15,0,0,0,3,0,normal,0,0.2017723325481185
15,0,0,0,5,0,normal,0,0.21947893266254404
15,0,0,0,6,0,normal,0,0.22340915991770927
15,0,0,0,7,0,normal,0,0.22669546939673318
16,0,0,0,3,0,normal,0,0.19216541538198623
16,0,0,0,8,0,normal,0,0.21772055931744666
16,0,0,0,5,0,normal,0,0.20735414462959229
16,0,0,0,1,0,normal,0,0.17235508142547862
16,0,0,0,8,0,normal,0,0.21772055931744666
16,0,0,0,6,0,normal,0,0.21287903969895605
16,0,0,0,2,0,normal,0,0.18697593940909185
16,0,0,0,4,0,normal,0,0.20109161409832682
16,0,0,0,6,0,normal,0,0.21287903969895605
16,0,0,0,6,0,normal,0,0.21287903969895605
16,0,0,0,8,0,normal,0,0.21772055931744666
16,0,0,0,10,0,normal,0,0.21963862709955634
17,0,0,0,4,0,normal,0,0.187704633510266
17,0,0,0,8,0,normal,0,0.2036598619007517
17,0,0,0,1,0,normal,0,0.16123043621391625
17,0,0,0,8,0,normal,0,0.2036598619007517
17,0,0,0,1,0,normal,0,0.16123043621391625
17,0,0,0,3,0,normal,0,0.17916412207158022
17,0,0,0,6,0,normal,0,0.19941327991793184
17,0,0,0,9,0,normal,0,0.20690883525171794
18,0,0,0,9,0,normal,0,0.17196007294618648
19,0,0,0,10,0,normal,0,0.10254258231589863
19,0,0,0,8,0,normal,0,0.09471614406072026
1,1,1,0,10,1,multiple_changes,1,-0.09827036329119943
2,1,1,0,9,1,multiple_changes,1,-0.0895929884197102
7,0,0,0,8,0,normal,0,0.1421989578917371
7,0,0,0,9,0,normal,0,0.14693517297786712
7,0,0,0,7,0,normal,0,0.1451734868562164
7,0,0,0,7,0,normal,0,0.1451734868562164
8,0,0,0,7,0,normal,0,0.1929207574084979
8,0,0,0,1,0,normal,0,0.13997757773447683
8,0,0,0,10,0,normal,0,0.19047100323386484
8,0,0,0,6,0,normal,0,0.1914055412374564
9,0,0,0,2,0,normal,0,0.1870195391917006
9,0,0,0,12,0,normal,0,0.21548185970774508
9,0,0,0,9,0,normal,0,0.21399244702201248
9,0,0,0,16,0,normal,0,0.21310768589940715
9,0,0,0,6,0,normal,0,0.21379666836596828
9,0,0,0,10,0,normal,0,0.21247110820216425
9,0,0,0,1,0,normal,0,0.16540224934049547
9,0,0,0,7,0,normal,0,0.21385802690887856
9,0,0,0,4,0,normal,0,0.20884566901474522
10,0,0,0,10,0,normal,0,0.22364069457681118
10,0,0,0,10,0,normal,0,0.22364069457681118
10,1,0,0,9,1,new_ip,1,-0.023480363877084742
10,0,0,0,8,0,normal,0,0.2191406770499863
10,0,0,0,9,0,normal,0,0.22342058672450144
10,0,0,0,9,0,normal,0,0.22342058672450144
10,0,0,0,3,0,normal,0,0.20164758425364515
10,0,0,0,13,0,normal,0,0.22136150510256564
10,0,0,0,4,0,normal,0,0.2121182727797562
10,0,0,0,5,0,normal,0,0.21607354803687912
10,0,0,0,9,0,normal,0,0.22342058672450144
10,0,0,0,1,0,normal,0,0.16925347281411446
10,0,0,0,3,0,normal,0,0.20164758425364515
11,0,0,0,5,0,normal,0,0.22343592820833902
11,0,0,0,6,0,normal,0,0.2276536669386638
11,0,0,0,2,0,normal,0,0.1935760287488032
12,0,0,0,7,0,normal,0,0.2295771571656942
12,0,0,0,7,0,normal,0,0.2295771571656942
12,0,0,0,2,0,normal,0,0.1965368657706132
12,0,0,0,10,0,normal,0,0.2255899611953585
13,0,0,0,8,0,normal,0,0.2303721700922246
13,0,0,0,7,0,normal,0,0.23065626848063386
13,0,0,0,9,0,normal,0,0.23307632661835648
14,0,0,0,5,0,normal,0,0.2231360968082869
14,0,0,0,10,0,normal,0,0.2305269538908229
14,0,0,0,7,0,normal,0,0.229929523566611
14,0,0,0,5,0,normal,0,0.2231360968082869
15,0,0,0,7,0,normal,0,0.22669546939673318
15,0,0,0,2,0,normal,0,0.19439161375140585
15,0,0,0,7,0,normal,0,0.22669546939673318
15,0,0,0,11,0,normal,0,0.22704215564488078
15,0,0,0,10,0,normal,0,0.22724538428193714
15,0,1,0,12,1,unusual_client,1,-0.038767988822970945
15,1,1,0,0,0,normal,0,0.009653379572706067
15,0,0,0,6,0,normal,0,0.22340915991770927
15,0,0,0,8,0,normal,0,0.22755292219636564
16,0,0,0,7,0,normal,0,0.2165512057939476
16,0,0,0,9,0,normal,0,0.2213203493936292
16,0,0,0,1,0,normal,0,0.17235508142547862
17,0,0,0,7,0,normal,0,0.20412788307089713
17,0,0,0,7,0,normal,0,0.20412788307089713
17,0,0,0,3,0,normal,0,0.17916412207158022
17,0,0,0,7,0,normal,0,0.20412788307089713
17,1,1,0,0,0,normal,1,-0.02105714587211105
17,0,0,0,5,0,normal,0,0.19608990602594067
17,0,0,0,8,0,normal,0,0.2036598619007517
18,0,0,0,8,0,normal,0,0.1678731908777878
18,0,0,0,1,0,normal,0,0.11883478916059487
18,0,0,0,9,0,normal,0,0.17196007294618648
18,0,0,0,11,0,normal,0,0.1718464868636283
0,0,0,0,6,1,unusual_hour,1,-0.017440137201555572
1,1,1,0,6,1,multiple_changes,1,-0.0897883608055603
2,0,0,0,11,1,unusual_hour,0,0.00606665440636367
4,1,1,0,8,1,multiple_changes,1,-0.07119273044512531
7,0,0,0,9,0,normal,0,0.14693517297786712
7,0,0,0,8,0,normal,0,0.1421989578917371
7,0,0,0,10,0,normal,0,0.1466460574265358
8,0,0,0,8,0,normal,0,0.18890059642471946
8,0,0,0,5,0,normal,0,0.1891345310212717
8,0,0,0,8,0,normal,0,0.18890059642471946
8,0,0,0,7,0,normal,0,0.1929207574084979
9,0,0,0,1,0,normal,0,0.16540224934049547
9,0,0,0,7,0,normal,0,0.21385802690887856
9,1,1,0,0,0,normal,0,0.012586780442438661
10,0,0,0,12,0,normal,0,0.2253844846073561
10,0,0,0,7,0,normal,0,0.22007223981004764
10,0,0,0,5,0,normal,0,0.21607354803687912
10,0,0,0,1,0,normal,0,0.16925347281411446
10,0,0,0,7,0,normal,0,0.22007223981004764
11,0,0,0,10,0,normal,0,0.231149758283116
11,0,0,0,8,0,normal,0,0.22896908381966757
11,0,0,0,10,0,normal,0,0.231149758283116
11,0,0,0,8,0,normal,0,0.22896908381966757
11,0,0,0,11,0,normal,0,0.23392666409938573
12,0,0,0,8,0,normal,0,0.22761636813574992
12,0,0,0,17,0,normal,0,0.22590165386998118
12,0,0,0,2,0,normal,0,0.1965368657706132
12,0,0,0,6,0,normal,0,0.22574018961639852
13,0,0,0,11,0,normal,0,0.22960673057551617
13,0,0,0,5,0,normal,0,0.22040429171959836
13,0,0,0,5,0,normal,0,0.22040429171959836
13,0,0,0,7,0,normal,0,0.23065626848063386
13,0,0,0,6,0,normal,0,0.22587735108186496
13,1,1,0,0,0,normal,0,0.015614896191739724
13,0,0,0,10,0,normal,0,0.22838970110739476
13,0,0,0,10,0,normal,0,0.22838970110739476
14,0,0,0,3,0,normal,0,0.20916273920576306
14,0,0,0,6,0,normal,0,0.22574491420804316
14,0,0,0,7,0,normal,0,0.229929523566611
14,0,0,0,6,0,normal,0,0.22574491420804316
15,0,0,0,14,0,normal,0,0.22445294209731237
15,0,0,0,8,0,normal,0,0.22755292219636564
15,0,0,0,2,0,normal,0,0.19439161375140585
15,0,0,0,6,0,normal,0,0.22340915991770927
15,0,0,0,8,0,normal,0,0.22755292219636564
15,0,0,0,10,0,normal,0,0.22724538428193714
15,0,0,0,9,0,normal,0,0.23055573056322076
17,1,1,0,0,0,normal,1,-0.02105714587211105
17,0,0,0,5,0,normal,0,0.19608990602594067
18,0,0,0,12,0,normal,0,0.17248479067417483
18,0,0,0,7,0,normal,0,0.1698665532063694
18,0,0,0,7,0,normal,0,0.1698665532063694
19,0,0,0,3,0,normal,0,0.08588851786921015
1,0,0,0,10,1,unusual_hour,1,-0.006563033319147871
7,0,0,0,8,0,normal,0,0.1421989578917371
8,0,0,0,5,0,normal,0,0.1891345310212717
8,0,0,0,10,0,normal,0,0.19047100323386484
8,0,0,0,7,0,normal,0,0.1929207574084979
8,1,1,0,0,0,normal,1,-0.004148082688804289
8,0,0,0,1,0,normal,0,0.13997757773447683
8,0,0,0,11,0,normal,0,0.1937488281862526
8,0,0,0,9,0,normal,0,0.19137067220005344
8,0,0,0,9,0,normal,0,0.19137067220005344
9,0,0,0,4,0,normal,0,0.20884566901474522
9,0,0,0,8,0,normal,0,0.20948685104956755
9,0,0,0,5,0,normal,0,0.21313418872707557
9,1,1,0,0,0,normal,0,0.012586780442438661
9,0,0,0,3,0,normal,0,0.19905599745463592
9,0,0,0,5,0,normal,0,0.21313418872707557
9,0,0,0,7,0,normal,0,0.21385802690887856
9,0,0,0,7,0,normal,0,0.21385802690887856
9,0,0,0,5,0,normal,0,0.21313418872707557
10,0,0,0,12,0,normal,0,0.2253844846073561
10,1,1,0,0,0,normal,0,0.019346525486350297
10,0,0,0,9,0,normal,0,0.22342058672450144
10,0,0,0,6,0,normal,0,0.21839384270311746
10,0,0,0,8,0,normal,0,0.2191406770499863
10,0,0,0,8,0,normal,0,0.2191406770499863
10,0,0,0,6,0,normal,0,0.21839384270311746
10,0,0,0,11,0,normal,0,0.2246139205707871
11,0,0,0,6,0,normal,0,0.2276536669386638
11,0,0,0,1,0,normal,0,0.1695316716366404
11,0,0,0,5,0,normal,0,0.22343592820833902
12,0,0,0,9,0,normal,0,0.22933169054146524
12,0,0,0,2,0,normal,0,0.1965368657706132
12,0,0,0,9,0,normal,0,0.22933169054146524
13,0,0,0,10,0,normal,0,0.22838970110739476
13,0,0,0,9,0,normal,0,0.23307632661835648
13,0,0,0,13,0,normal,0,0.22760399174987106
13,0,0,0,1,0,normal,0,0.17913833053667205
13,0,0,0,11,0,normal,0,0.22960673057551617
13,0,0,0,8,0,normal,0,0.2303721700922246
14,0,0,0,9,0,normal,0,0.2324021043210452
14,0,0,0,9,0,normal,0,0.2324021043210452
14,0,0,0,2,0,normal,0,0.20300888146728724
14,0,0,0,10,0,normal,0,0.2305269538908229
14,0,0,0,7,0,normal,0,0.229929523566611
14,1,0,0,8,1,new_ip,1,-0.011134062085933039
14,0,0,0,9,0,normal,0,0.2324021043210452
14,0,0,0,10,0,normal,0,0.2305269538908229
14,0,0,0,7,0,normal,0,0.229929523566611
14,0,0,0,8,0,normal,0,0.2286537355675654
14,0,0,0,11,0,normal,0,0.23278520949343118
15,0,0,0,7,0,normal,0,0.22669546939673318
15,0,0,0,12,0,normal,0,0.22540262786848697
15,0,0,0,11,0,normal,0,0.22704215564488078
15,0,0,0,8,0,normal,0,0.22755292219636564
15,0,0,0,7,0,normal,0,0.22669546939673318
15,0,0,0,1,0,normal,0,0.1794316497402043
16,0,0,0,8,0,normal,0,0.21772055931744666
16,0,0,0,7,0,normal,0,0.2165512057939476
16,0,0,0,11,0,normal,0,0.21875705040988652
16,0,0,0,7,0,normal,0,0.2165512057939476
16,0,0,0,8,0,normal,0,0.21772055931744666
16,0,0,0,2,0,normal,0,0.18697593940909185
17,0,0,0,1,0,normal,0,0.16123043621391625
17,0,0,0,7,0,normal,0,0.20412788307089713
17,0,0,0,12,0,normal,0,0.20425985226227417
17,0,0,0,10,0,normal,0,0.205966073897273
17,0,0,0,5,0,normal,0,0.19608990602594067
17,0,0,0,15,0,normal,0,0.20661735459380126
17,0,0,0,8,0,normal,0,0.2036598619007517
18,0,0,0,9,0,normal,0,0.17196007294618648
19,0,0,0,2,0,normal,0,0.08155910331518978
0,1,1,0,3,1,multiple_changes,1,-0.08823025242959959
7,0,0,0,8,0,normal,0,0.1421989578917371
8,0,0,0,12,0,normal,0,0.194222543388766
8,0,0,0,7,0,normal,0,0.1929207574084979
9,0,0,0,2,0,normal,0,0.1870195391917006
9,0,0,0,5,0,normal,0,0.21313418872707557
9,0,0,0,9,0,normal,0,0.21399244702201248
9,0,0,0,2,0,normal,0,0.1870195391917006
9,0,0,0,6,0,normal,0,0.21379666836596828
9,0,0,0,14,0,normal,0,0.2154318591972456
9,0,0,0,10,0,normal,0,0.21247110820216425
9,0,0,0,5,0,normal,0,0.21313418872707557
9,0,0,0,6,0,normal,0,0.21379666836596828
10,0,0,0,15,0,normal,0,0.22468009561240576
10,0,0,0,6,0,normal,0,0.21839384270311746
10,0,0,0,9,0,normal,0,0.22342058672450144
10,0,0,0,7,0,normal,0,0.22007223981004764
10,0,0,0,5,0,normal,0,0.21607354803687912
10,0,0,0,6,0,normal,0,0.21839384270311746
11,0,0,0,1,0,normal,0,0.1695316716366404
11,0,0,0,10,0,normal,0,0.231149758283116
11,0,0,0,3,0,normal,0,0.20645056864497113
11,0,0,0,9,0,normal,0,0.23330933545359256
11,0,0,0,11,0,normal,0,0.23392666409938573
11,0,0,0,1,0,normal,0,0.1695316716366404
11,0,0,0,2,0,normal,0,0.1935760287488032
12,0,0,0,4,0,normal,0,0.21510309200826955
12,0,0,0,6,0,normal,0,0.22574018961639852
12,0,0,0,7,0,normal,0,0.2295771571656942
12,0,0,0,14,0,normal,0,0.22842843386712453
12,0,0,0,8,0,normal,0,0.22761636813574992
12,0,0,0,6,0,normal,0,0.22574018961639852
12,0,0,0,10,0,normal,0,0.2255899611953585
13,0,0,0,9,0,normal,0,0.23307632661835648
13,0,0,0,8,0,normal,0,0.2303721700922246
13,0,0,0,3,0,normal,0,0.2098128845988088
13,0,0,0,6,0,normal,0,0.22587735108186496
14,0,0,0,8,0,normal,0,0.2286537355675654
14,0,0,0,7,0,normal,0,0.229929523566611
14,0,0,0,2,0,normal,0,0.20300888146728724
14,0,0,0,7,0,normal,0,0.229929523566611
16,0,0,0,9,0,normal,0,0.2213203493936292
16,0,0,0,7,0,normal,0,0.2165512057939476
16,0,0,0,10,0,normal,0,0.21963862709955634
16,0,0,0,9,0,normal,0,0.2213203493936292
16,0,0,0,3,0,normal,0,0.19216541538198623
16,0,0,0,13,0,normal,0,0.21860370763233494
16,0,0,0,2,0,normal,0,0.18697593940909185
16,0,0,0,1,0,normal,0,0.17235508142547862
17,0,0,0,15,0,normal,0,0.20661735459380126
17,0,0,0,10,0,normal,0,0.205966073897273
17,0,0,0,8,0,normal,0,0.2036598619007517
18,0,0,0,8,0,normal,0,0.1678731908777878
18,0,0,0,1,0,normal,0,0.11883478916059487
18,0,0,0,10,0,normal,0,0.17466716755901124
19,0,0,0,11,0,normal,0,0.10111795785723943
7,0,0,0,8,0,normal,0,0.1421989578917371
8,0,0,0,9,0,normal,0,0.19137067220005344
8,0,0,0,5,0,normal,0,0.1891345310212717
8,0,0,0,8,0,normal,0,0.18890059642471946
9,0,0,0,6,0,normal,0,0.21379666836596828
9,0,0,0,8,0,normal,0,0.20948685104956755
9,1,0,0,11,1,new_ip,1,-0.019929588841719692
10,0,0,0,10,0,normal,0,0.22364069457681118
10,0,0,0,10,0,normal,0,0.22364069457681118
10,0,0,0,11,0,normal,0,0.2246139205707871
10,0,0,0,10,0,normal,0,0.22364069457681118
10,0,0,0,9,0,normal,0,0.22342058672450144
11,0,0,0,9,0,normal,0,0.23330933545359256
11,0,0,0,3,0,normal,0,0.20645056864497113
11,0,0,0,5,0,normal,0,0.22343592820833902
12,0,0,0,7,0,normal,0,0.2295771571656942
12,0,0,0,5,0,normal,0,0.2214844672433175
12,0,0,0,12,0,normal,0,0.22824909543380617
12,0,0,0,1,0,normal,0,0.1740617782496971
12,0,0,0,6,0,normal,0,0.22574018961639852
12,0,0,0,9,0,normal,0,0.22933169054146524
12,0,0,0,4,0,normal,0,0.21510309200826955
13,0,0,0,9,0,normal,0,0.23307632661835648
13,0,0,0,6,0,normal,0,0.22587735108186496
13,0,0,0,11,0,normal,0,0.22960673057551617
13,0,0,0,9,0,normal,0,0.23307632661835648
13,0,0,0,2,0,normal,0,0.20030900689134895
13,0,0,0,7,0,normal,0,0.23065626848063386
13,0,0,0,16,0,normal,0,0.225917703864778
13,0,0,0,4,0,normal,0,0.2139307795983615
13,0,0,0,8,0,normal,0,0.2303721700922246
13,0,0,0,10,0,normal,0,0.22838970110739476
13,0,0,0,7,0,normal,0,0.23065626848063386
14,0,0,0,8,0,normal,0,0.2286537355675654
14,0,0,0,9,0,normal,0,0.2324021043210452
14,0,0,0,11,0,normal,0,0.23278520949343118
14,0,0,0,8,0,normal,0,0.2286537355675654
14,1,1,0,0,0,normal,0,0.01529337306769285
15,0,0,0,8,0,normal,0,0.22755292219636564
15,0,0,0,10,0,normal,0,0.22724538428193714
15,0,0,0,8,0,normal,0,0.22755292219636564
16,0,0,0,7,0,normal,0,0.2165512057939476
16,0,0,0,3,0,normal,0,0.19216541538198623
16,0,0,0,2,0,normal,0,0.18697593940909185
16,0,0,0,6,0,normal,0,0.21287903969895605
16,0,0,0,11,0,normal,0,0.21875705040988652
17,0,0,0,1,0,normal,0,0.16123043621391625
17,0,0,0,14,0,normal,0,0.20346033666943097
17,0,0,0,3,0,normal,0,0.17916412207158022
17,0,0,0,10,0,normal,0,0.205966073897273
4,1,1,0,8,1,multiple_changes,1,-0.07119273044512531
7,0,0,0,12,0,normal,0,0.15077637031857927
7,0,0,0,9,0,normal,0,0.14693517297786712
7,0,0,0,3,0,normal,0,0.1270265568578346
7,0,0,0,11,0,normal,0,0.14818557784764474
8,0,0,0,4,0,normal,0,0.1807388452644491
8,0,0,0,6,0,normal,0,0.1914055412374564
8,0,0,0,8,0,normal,0,0.18890059642471946
9,0,0,0,12,0,normal,0,0.21548185970774508
9,0,0,0,4,0,normal,0,0.20884566901474522
9,0,0,0,7,0,normal,0,0.21385802690887856
10,0,0,0,10,0,normal,0,0.22364069457681118
10,0,0,0,6,0,normal,0,0.21839384270311746
10,0,0,0,11,0,normal,0,0.2246139205707871
10,0,0,0,8,0,normal,0,0.2191406770499863
10,0,0,0,15,0,normal,0,0.22468009561240576
10,0,0,0,8,0,normal,0,0.2191406770499863
10,0,0,0,9,0,normal,0,0.22342058672450144
10,0,0,0,5,0,normal,0,0.21607354803687912
11,0,0,0,8,0,normal,0,0.22896908381966757
11,0,0,0,11,0,normal,0,0.23392666409938573
12,0,0,0,3,0,normal,0,0.20747141718991258
12,0,0,0,11,0,normal,0,0.22883466968534488
12,0,0,0,8,0,normal,0,0.22761636813574992
13,0,0,0,1,0,normal,0,0.17913833053667205
13,0,0,0,11,0,normal,0,0.22960673057551617
13,0,0,0,8,0,normal,0,0.2303721700922246
13,0,0,0,2,0,normal,0,0.20030900689134895
13,0,0,0,8,0,normal,0,0.2303721700922246
14,0,0,0,9,0,normal,0,0.2324021043210452
14,0,0,0,8,0,normal,0,0.2286537355675654
14,0,0,0,9,0,normal,0,0.2324021043210452
14,0,0,0,10,0,normal,0,0.2305269538908229
15,0,0,0,8,0,normal,0,0.22755292219636564
15,0,0,0,2,0,normal,0,0.19439161375140585
15,0,0,0,4,0,normal,0,0.21010809285415982
15,1,1,0,0,0,normal,0,0.009653379572706067
15,0,0,0,7,0,normal,0,0.22669546939673318
15,0,0,0,16,1,unusual_client,0,0.22401286524471975
15,0,0,0,10,0,normal,0,0.22724538428193714
15,0,0,0,11,0,normal,0,0.22704215564488078
16,0,0,0,16,0,normal,0,0.21924992960212042
16,0,0,0,11,0,normal,0,0.21875705040988652
17,0,0,0,4,0,normal,0,0.187704633510266
17,0,0,0,6,0,normal,0,0.19941327991793184
17,0,0,0,9,0,normal,0,0.20690883525171794
17,0,0,0,7,0,normal,0,0.20412788307089713
17,1,1,0,0,0,normal,1,-0.02105714587211105
18,0,0,0,7,0,normal,0,0.1698665532063694
18,0,0,0,4,0,normal,0,0.15236502096808496
19,0,0,0,7,0,normal,0,0.09743872466604098
1,1,1,0,7,1,multiple_changes,1,-0.09201047799919437
3,0,0,0,11,1,unusual_hour,0,0.030578535625483072
2,0,0,0,11,1,unusual_hour,0,0.00606665440636367
1,0,0,0,11,1,unusual_hour,1,-0.008658155444845494
7,0,0,0,9,0,normal,0,0.14693517297786712
7,0,0,0,9,0,normal,0,0.14693517297786712
8,0,0,0,6,0,normal,0,0.1914055412374564
8,0,0,0,13,0,normal,0,0.1918763295632303
8,0,0,0,9,0,normal,0,0.19137067220005344
9,0,0,0,9,0,normal,0,0.21399244702201248
9,0,0,0,9,0,normal,0,0.21399244702201248
9,0,0,0,1,0,normal,0,0.16540224934049547
9,0,0,0,8,0,normal,0,0.20948685104956755
9,0,0,0,9,0,normal,0,0.21399244702201248
9,0,0,0,9,0,normal,0,0.21399244702201248
9,0,0,0,10,0,normal,0,0.21247110820216425
10,0,0,0,2,0,normal,0,0.18988611060852917
10,0,0,0,9,0,normal,0,0.22342058672450144
10,0,0,0,5,0,normal,0,0.21607354803687912
10,0,0,0,4,0,normal,0,0.2121182727797562
10,0,0,0,7,0,normal,0,0.22007223981004764
10,0,0,0,6,0,normal,0,0.21839384270311746
10,0,0,0,1,0,normal,0,0.16925347281411446
10,0,0,0,4,0,normal,0,0.2121182727797562
11,0,0,0,12,0,normal,0,0.23362163334604025
11,0,0,0,7,0,normal,0,0.229845467654882
12,0,0,0,10,0,normal,0,0.2255899611953585
12,0,0,0,9,0,normal,0,0.22933169054146524
12,0,0,0,4,0,normal,0,0.21510309200826955
12,0,0,0,10,0,normal,0,0.2255899611953585
12,0,0,0,8,0,normal,0,0.22761636813574992
13,0,0,0,13,0,normal,0,0.22760399174987106
13,0,0,0,9,0,normal,0,0.23307632661835648
13,0,0,0,11,0,normal,0,0.22960673057551617
14,0,0,0,1,0,normal,0,0.18768305165091131
14,0,0,0,10,0,normal,0,0.2305269538908229
14,0,0,0,4,0,normal,0,0.21614951115104586
15,0,0,0,6,0,normal,0,0.22340915991770927
15,1,0,0,7,1,new_ip,1,-0.010001761417999466
15,0,0,0,5,0,normal,0,0.21947893266254404
15,0,0,0,5,0,normal,0,0.21947893266254404
15,0,0,0,13,0,normal,0,0.22499752649824045
15,0,0,0,8,0,normal,0,0.22755292219636564
15,0,0,0,3,0,normal,0,0.2017723325481185
16,0,0,0,10,0,normal,0,0.21963862709955634
16,0,0,0,1,0,normal,0,0.17235508142547862
16,0,0,0,14,0,normal,0,0.21861487587820266
16,0,0,0,12,0,normal,0,0.2177473566857524
16,0,0,0,4,0,normal,0,0.20109161409832682
17,0,0,0,8,0,normal,0,0.2036598619007517
17,0,0,0,8,0,normal,0,0.2036598619007517
17,0,0,0,5,0,normal,0,0.19608990602594067
17,0,0,0,9,0,normal,0,0.20690883525171794
17,0,0,0,8,0,normal,0,0.2036598619007517
17,0,0,0,11,0,normal,0,0.2042653868789427
17,0,0,0,6,0,normal,0,0.19941327991793184
18,0,0,0,12,0,normal,0,0.17248479067417483
18,1,1,0,0,0,normal,1,-0.03739973658802964
18,0,0,0,7,0,normal,0,0.1698665532063694
1,0,0,0,7,1,unusual_hour,1,-0.010390538969531016
3,0,0,0,2,1,unusual_hour,0,0.017237261948076288
7,0,0,0,2,0,normal,0,0.11705044841111811
8,0,0,0,14,0,normal,0,0.19549447407632403
8,0,0,0,12,0,normal,0,0.194222543388766
8,0,0,0,16,0,normal,0,0.19116063918506504
8,0,0,0,10,0,normal,0,0.19047100323386484
